Lon,Lat,Bias,Weighted Average
-87.24079000000000,48.68024900000000,-0.5110087400000000,7.605982668287049
-87.24869700000001,48.66077300000000,-0.4961013800000000,7.608491631005743
-87.25590600000000,48.64298900000000,-0.4919595700000000,7.602725254929143
-87.26105300000000,48.63028500000000,-0.5046362900000000,7.610205702212332
-87.26859900000000,48.61165400000000,-0.5057578100000000,7.598597850321519
-87.28093699999999,48.58116600000000,-0.5101451900000000,7.596884959137040
-87.27614100000000,48.59302200000000,-0.5167770400000000,7.598946413271624
-87.28813000000000,48.56337800000000,-0.4949913000000000,7.594864643463533
-87.29600499999999,48.54389800000000,-0.4798073800000000,7.598070365823050
-87.30113700000000,48.53119200000000,-0.4974827800000000,7.590808740260472
-87.30797800000001,48.51424800000000,-0.4880929000000000,7.596905408749861
-87.32097700000000,48.48206600000000,-0.5002403300000000,7.589074073596773
-87.31619000000001,48.49392400000000,-0.5060153000000000,7.589311260702647
-87.32781199999999,48.46512400000000,-0.4878158600000000,7.585158424848795
-87.33635000000000,48.44395000000000,-0.4933424000000000,7.577512586078042
-87.34112900000000,48.43209600000000,-0.5135002100000000,7.582419243949909
-87.34727100000001,48.41684700000000,-0.5038332900000000,7.576055701752981
-87.36090200000000,48.38296700000000,-0.5065984700000000,7.562622611588800
-87.35613400000000,48.39482500000000,-0.5325412800000000,7.552453679843194
-87.36703000000000,48.36772000000000,-0.5270261800000000,7.573736715630519
-87.37621300000001,48.34484400000000,-0.5049309700000000,7.555448725582955
-87.38097100000000,48.33298300000000,-0.5021653200000000,7.572057051996930
-87.38674800000000,48.31858200000000,-0.5157055900000001,7.557004546111646
-87.39592100000000,48.29570700000000,-0.5018663400000000,7.554736776223868
-87.40067500000001,48.28384500000000,-0.4963259700000000,7.565634962319588
-87.40610599999999,48.27029000000000,-0.5264787700000000,7.566973083297936
-87.41595000000000,48.24572400000000,-0.5178837800000000,7.569795585979882
-87.42069900000000,48.23386200000000,-0.5275735900000000,7.565976992669518
-87.42578300000000,48.22115200000000,-0.5237140700000000,7.569782866803211
-87.43561000000000,48.19658100000000,-0.5400118800000000,7.585391603602839
-87.44034800000000,48.18472100000000,-0.5333857500000000,7.578522781674406
-87.44542600000000,48.17201300000000,-0.5026335700000000,7.585755904487820
-87.45489200000000,48.14828900000000,-0.5248074500000000,7.581061855598156
-87.46502400000000,48.12286800000000,-0.5112624200000000,7.578490356562702
-87.46029700000000,48.13473000000000,-0.5289568900000000,7.577320343798101
-87.47447400000000,48.09914100000000,-0.5317230200000001,7.575750845846372
-87.48020800000001,48.08473400000000,-0.5416655500000001,7.565394640476105
-87.48492700000000,48.07287000000000,-0.5148067500000000,7.571347121845367
-87.49368699999999,48.05083800000000,-0.5009236300000000,7.590297562649437
-87.50446700000001,48.02371700000000,-0.5015621200000000,7.604053729063049
-87.49974899999999,48.03558200000000,-0.5383482000000001,7.596783245203898
-87.51321900000001,48.00168300000000,-0.5200400400000000,7.618448264325914
-87.51927600000001,47.98642600000000,-0.5283608400000001,7.645524357114243
-87.52432000000000,47.97371200000000,-0.5466418300000000,7.658389442885438
-87.53272500000000,47.95252600000000,-0.5197205500000000,7.691113894316125
-87.54380600000000,47.92455400000000,-0.5224957500000000,7.681615966735170
-87.53910700000000,47.93642200000000,-0.5131001500000000,7.676870435235512
-87.55186000000001,47.90421300000000,-0.5634656000000000,7.726815762226359
-87.55856500000000,47.88726100000000,-0.5155539500000000,7.753233596872139
-87.56359300000000,47.87454500000000,-0.5402197800000000,7.756541806980195
-87.57129400000000,47.85504900000000,-0.5367984800000000,7.759110564921638
